N_entangling,N_entangling_sampler
8.0,11.0
8.0,11.0
8.0,9.0
8.0,11.0
8.0,18.0
8.0,17.0
8.0,11.0
8.0,13.0
8.0,15.0
8.0,14.0
8.0,17.0
8.0,14.0
8.0,8.0
8.0,12.0
8.0,6.0
8.0,10.0
8.0,14.0
8.0,11.0
8.0,11.0
8.0,15.0
8.0,10.0
8.0,9.0
8.0,9.0
8.0,12.0
8.0,18.0
8.0,10.0
8.0,10.0
8.0,9.0
8.0,14.0
8.0,14.0
8.0,11.0
8.0,18.0
8.0,12.0
8.0,11.0
8.0,9.0
8.0,14.0
8.0,13.0
8.0,12.0
8.0,12.0
8.0,11.0
8.0,11.0
8.0,14.0
8.0,15.0
8.0,11.0
8.0,12.0
8.0,12.0
8.0,11.0
8.0,12.0
8.0,11.0
8.0,10.0
8.0,14.0
8.0,14.0
8.0,12.0
8.0,11.0
8.0,15.0
8.0,15.0
8.0,8.0
8.0,11.0
8.0,9.0
8.0,11.0
8.0,15.0
8.0,12.0
8.0,10.0
8.0,12.0
8.0,17.0
8.0,14.0
8.0,12.0
8.0,12.0
8.0,12.0
8.0,14.0
8.0,14.0
8.0,17.0
8.0,13.0
8.0,19.0
8.0,14.0
8.0,9.0
8.0,14.0
8.0,15.0
8.0,11.0
8.0,16.0
8.0,14.0
8.0,11.0
8.0,11.0
8.0,15.0
8.0,14.0
8.0,13.0
8.0,20.0
8.0,14.0
8.0,14.0
8.0,15.0
8.0,9.0
8.0,18.0
8.0,14.0
8.0,12.0
8.0,14.0
8.0,8.0
8.0,15.0
8.0,11.0
8.0,17.0
8.0,12.0
8.0,9.0
8.0,14.0
8.0,10.0
8.0,9.0
8.0,12.0
8.0,12.0
8.0,11.0
8.0,17.0
8.0,15.0
8.0,17.0
8.0,11.0
8.0,5.0
8.0,11.0
8.0,14.0
8.0,18.0
8.0,18.0
8.0,15.0
8.0,14.0
8.0,15.0
8.0,9.0
8.0,11.0
8.0,11.0
8.0,14.0
8.0,14.0
8.0,15.0
8.0,11.0
8.0,12.0
8.0,8.0
