N_entangling,N_entangling_sampler
3.0,3.0
3.0,4.0
3.0,3.0
3.0,3.0
3.0,3.0
3.0,3.0
3.0,3.0
3.0,3.0
3.0,3.0
3.0,4.0
3.0,3.0
3.0,3.0
3.0,6.0
3.0,3.0
3.0,3.0
3.0,6.0
3.0,3.0
3.0,3.0
3.0,3.0
3.0,3.0
3.0,3.0
3.0,3.0
3.0,3.0
3.0,3.0
3.0,3.0
3.0,3.0
3.0,3.0
3.0,6.0
3.0,6.0
3.0,3.0
3.0,3.0
3.0,3.0
3.0,6.0
3.0,3.0
3.0,3.0
3.0,3.0
3.0,3.0
3.0,3.0
3.0,3.0
3.0,3.0
3.0,4.0
3.0,6.0
3.0,3.0
3.0,3.0
3.0,3.0
3.0,6.0
3.0,3.0
3.0,3.0
3.0,4.0
3.0,3.0
3.0,3.0
3.0,3.0
3.0,3.0
3.0,6.0
3.0,3.0
3.0,3.0
3.0,4.0
3.0,6.0
3.0,3.0
3.0,6.0
3.0,3.0
3.0,3.0
3.0,3.0
3.0,3.0
3.0,3.0
3.0,6.0
3.0,3.0
3.0,3.0
3.0,6.0
3.0,3.0
3.0,3.0
3.0,3.0
3.0,3.0
3.0,3.0
3.0,3.0
3.0,3.0
3.0,3.0
3.0,3.0
3.0,3.0
3.0,3.0
3.0,3.0
3.0,3.0
3.0,3.0
3.0,3.0
3.0,3.0
3.0,4.0
3.0,3.0
3.0,3.0
3.0,3.0
3.0,3.0
3.0,3.0
3.0,6.0
3.0,3.0
3.0,3.0
3.0,6.0
3.0,3.0
3.0,3.0
3.0,3.0
3.0,3.0
3.0,6.0
