N_entangling,N_entangling_sampler
8.0,8.0
8.0,7.0
8.0,7.0
8.0,7.0
8.0,7.0
8.0,8.0
8.0,8.0
8.0,6.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,7.0
8.0,6.0
8.0,8.0
8.0,8.0
8.0,7.0
8.0,8.0
8.0,8.0
8.0,7.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,6.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,7.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,7.0
8.0,8.0
8.0,8.0
8.0,6.0
8.0,5.0
8.0,8.0
8.0,7.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,7.0
8.0,8.0
8.0,7.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,7.0
8.0,8.0
8.0,6.0
8.0,8.0
8.0,8.0
8.0,7.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,7.0
8.0,8.0
8.0,6.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,7.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,7.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,7.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,6.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,6.0
8.0,8.0
8.0,6.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,6.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,6.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,5.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,5.0
8.0,8.0
8.0,6.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,6.0
8.0,8.0
8.0,7.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,5.0
8.0,5.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,6.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,7.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,7.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,7.0
8.0,6.0
8.0,8.0
8.0,8.0
8.0,6.0
8.0,8.0
8.0,8.0
8.0,7.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,7.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,7.0
8.0,6.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,7.0
8.0,8.0
8.0,7.0
8.0,8.0
8.0,8.0
8.0,7.0
8.0,8.0
8.0,7.0
8.0,8.0
8.0,7.0
8.0,7.0
8.0,7.0
8.0,8.0
8.0,8.0
8.0,7.0
8.0,8.0
8.0,6.0
8.0,8.0
8.0,7.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,7.0
8.0,6.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,7.0
8.0,6.0
8.0,8.0
8.0,8.0
8.0,7.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,7.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,7.0
8.0,7.0
8.0,7.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,6.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,6.0
8.0,8.0
8.0,7.0
8.0,8.0
8.0,8.0
8.0,7.0
8.0,8.0
8.0,8.0
8.0,7.0
8.0,8.0
8.0,8.0
8.0,7.0
8.0,8.0
8.0,7.0
8.0,8.0
8.0,6.0
8.0,8.0
8.0,8.0
8.0,5.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,8.0
8.0,7.0
8.0,8.0
