N_entangling,N_entangling_sampler
5.0,8.0
5.0,5.0
5.0,8.0
5.0,6.0
5.0,5.0
5.0,8.0
5.0,6.0
5.0,8.0
5.0,11.0
5.0,5.0
5.0,8.0
5.0,5.0
5.0,8.0
5.0,8.0
5.0,8.0
5.0,5.0
5.0,8.0
5.0,8.0
5.0,8.0
5.0,8.0
5.0,5.0
5.0,5.0
5.0,8.0
5.0,8.0
5.0,8.0
5.0,8.0
5.0,5.0
5.0,8.0
5.0,8.0
5.0,8.0
5.0,11.0
5.0,5.0
5.0,8.0
5.0,5.0
5.0,6.0
5.0,8.0
5.0,5.0
5.0,5.0
5.0,6.0
5.0,8.0
5.0,5.0
5.0,8.0
5.0,8.0
5.0,8.0
5.0,8.0
5.0,8.0
5.0,5.0
5.0,6.0
5.0,5.0
5.0,6.0
5.0,8.0
5.0,5.0
5.0,8.0
5.0,5.0
5.0,5.0
5.0,8.0
5.0,8.0
5.0,8.0
5.0,8.0
5.0,6.0
5.0,5.0
5.0,8.0
5.0,5.0
5.0,5.0
5.0,8.0
5.0,8.0
5.0,8.0
5.0,5.0
5.0,8.0
5.0,6.0
5.0,6.0
5.0,8.0
5.0,8.0
5.0,8.0
5.0,5.0
5.0,5.0
5.0,8.0
5.0,8.0
5.0,5.0
5.0,5.0
5.0,5.0
5.0,8.0
5.0,5.0
5.0,5.0
5.0,8.0
5.0,8.0
5.0,5.0
5.0,8.0
5.0,6.0
5.0,8.0
5.0,8.0
5.0,8.0
5.0,8.0
5.0,8.0
5.0,8.0
5.0,8.0
5.0,8.0
5.0,8.0
5.0,8.0
5.0,5.0
5.0,8.0
5.0,5.0
5.0,5.0
5.0,8.0
5.0,8.0
5.0,5.0
5.0,5.0
5.0,8.0
5.0,8.0
5.0,8.0
5.0,8.0
5.0,8.0
5.0,8.0
5.0,8.0
5.0,5.0
5.0,8.0
5.0,5.0
5.0,5.0
5.0,5.0
5.0,8.0
5.0,6.0
5.0,5.0
5.0,8.0
5.0,8.0
5.0,5.0
5.0,8.0
5.0,6.0
5.0,8.0
5.0,5.0
5.0,8.0
5.0,6.0
5.0,5.0
5.0,11.0
5.0,6.0
5.0,8.0
5.0,8.0
5.0,5.0
5.0,8.0
5.0,8.0
5.0,8.0
5.0,8.0
5.0,8.0
5.0,8.0
5.0,5.0
5.0,5.0
5.0,5.0
5.0,8.0
5.0,5.0
5.0,8.0
5.0,8.0
5.0,5.0
5.0,8.0
5.0,8.0
5.0,8.0
5.0,5.0
5.0,8.0
5.0,8.0
5.0,5.0
5.0,8.0
5.0,5.0
5.0,5.0
5.0,6.0
5.0,8.0
5.0,5.0
5.0,5.0
5.0,5.0
5.0,8.0
5.0,5.0
5.0,8.0
5.0,8.0
5.0,5.0
5.0,8.0
5.0,5.0
5.0,8.0
5.0,5.0
5.0,5.0
5.0,5.0
5.0,8.0
5.0,8.0
5.0,8.0
5.0,8.0
5.0,5.0
5.0,8.0
5.0,5.0
5.0,8.0
5.0,8.0
5.0,5.0
5.0,5.0
5.0,8.0
5.0,8.0
5.0,8.0
5.0,8.0
5.0,5.0
5.0,8.0
5.0,8.0
5.0,8.0
5.0,8.0
5.0,8.0
5.0,5.0
5.0,8.0
5.0,8.0
5.0,8.0
5.0,8.0
5.0,8.0
5.0,5.0
5.0,5.0
5.0,8.0
5.0,5.0
5.0,5.0
5.0,8.0
5.0,11.0
5.0,8.0
5.0,6.0
5.0,5.0
5.0,5.0
5.0,8.0
5.0,5.0
5.0,5.0
5.0,8.0
5.0,5.0
5.0,8.0
5.0,5.0
5.0,8.0
5.0,8.0
5.0,5.0
5.0,8.0
5.0,8.0
5.0,8.0
5.0,6.0
5.0,8.0
5.0,5.0
5.0,5.0
5.0,8.0
5.0,8.0
5.0,8.0
5.0,5.0
5.0,8.0
5.0,8.0
5.0,5.0
5.0,5.0
5.0,8.0
5.0,8.0
5.0,8.0
5.0,8.0
5.0,5.0
5.0,11.0
5.0,5.0
5.0,8.0
5.0,6.0
5.0,8.0
5.0,8.0
5.0,5.0
5.0,5.0
5.0,5.0
5.0,11.0
5.0,6.0
5.0,8.0
5.0,5.0
5.0,5.0
5.0,8.0
5.0,8.0
5.0,8.0
5.0,8.0
5.0,8.0
5.0,5.0
5.0,11.0
5.0,8.0
5.0,5.0
5.0,11.0
5.0,8.0
5.0,8.0
5.0,8.0
5.0,8.0
5.0,8.0
5.0,8.0
5.0,5.0
5.0,5.0
5.0,11.0
5.0,5.0
5.0,8.0
5.0,11.0
5.0,8.0
5.0,8.0
5.0,5.0
5.0,8.0
5.0,8.0
5.0,8.0
5.0,8.0
5.0,8.0
5.0,5.0
5.0,6.0
5.0,8.0
5.0,8.0
5.0,8.0
5.0,5.0
5.0,8.0
5.0,8.0
5.0,8.0
5.0,6.0
5.0,8.0
5.0,8.0
5.0,5.0
5.0,5.0
5.0,6.0
5.0,5.0
5.0,5.0
5.0,5.0
5.0,5.0
5.0,5.0
5.0,5.0
5.0,8.0
5.0,8.0
5.0,8.0
5.0,8.0
5.0,8.0
5.0,5.0
5.0,8.0
5.0,5.0
5.0,5.0
5.0,8.0
5.0,8.0
5.0,5.0
5.0,8.0
5.0,8.0
5.0,8.0
5.0,8.0
5.0,8.0
