sequences,seq_str,occur,freq
"[6, 10, 10, 4, 0, 0, 0, 0, 0, 0]","1-2, 2-3, 2-3, 0-3",6,0.006
"[2, 7, 3, 0, 0, 0, 0, 0, 0, 0]","0-1, 1-3, 0-2",6,0.006
"[2, 7, 0, 0, 0, 0, 0, 0, 0, 0]","0-1, 1-3",6,0.006
"[3, 7, 10, 0, 0, 0, 0, 0, 0, 0]","0-2, 1-3, 2-3",6,0.006
"[10, 4, 0, 0, 0, 0, 0, 0, 0, 0]","2-3, 0-3",6,0.006
"[10, 7, 2, 0, 0, 0, 0, 0, 0, 0]","2-3, 1-3, 0-1",6,0.006
"[7, 3, 2, 0, 0, 0, 0, 0, 0, 0]","1-3, 0-2, 0-1",5,0.005
"[6, 10, 3, 0, 0, 0, 0, 0, 0, 0]","1-2, 2-3, 0-2",5,0.005
"[7, 10, 2, 6, 0, 0, 0, 0, 0, 0]","1-3, 2-3, 0-1, 1-2",5,0.005
"[4, 2, 2, 6, 0, 0, 0, 0, 0, 0]","0-3, 0-1, 0-1, 1-2",5,0.005
"[4, 3, 6, 0, 0, 0, 0, 0, 0, 0]","0-3, 0-2, 1-2",5,0.005
"[2, 4, 3, 0, 0, 0, 0, 0, 0, 0]","0-1, 0-3, 0-2",5,0.005
"[10, 4, 2, 6, 0, 0, 0, 0, 0, 0]","2-3, 0-3, 0-1, 1-2",5,0.005
"[7, 2, 3, 0, 0, 0, 0, 0, 0, 0]","1-3, 0-1, 0-2",5,0.005
"[6, 2, 7, 0, 0, 0, 0, 0, 0, 0]","1-2, 0-1, 1-3",5,0.005
"[2, 2, 6, 0, 0, 0, 0, 0, 0, 0]","0-1, 0-1, 1-2",5,0.005
"[7, 10, 2, 7, 0, 0, 0, 0, 0, 0]","1-3, 2-3, 0-1, 1-3",5,0.005
"[2, 7, 7, 10, 0, 0, 0, 0, 0, 0]","0-1, 1-3, 1-3, 2-3",5,0.005
"[3, 10, 0, 0, 0, 0, 0, 0, 0, 0]","0-2, 2-3",5,0.005
"[7, 10, 3, 0, 0, 0, 0, 0, 0, 0]","1-3, 2-3, 0-2",5,0.005
"[2, 10, 2, 7, 0, 0, 0, 0, 0, 0]","0-1, 2-3, 0-1, 1-3",4,0.004
"[10, 7, 3, 10, 0, 0, 0, 0, 0, 0]","2-3, 1-3, 0-2, 2-3",4,0.004
"[3, 7, 6, 0, 0, 0, 0, 0, 0, 0]","0-2, 1-3, 1-2",4,0.004
"[2, 10, 3, 0, 0, 0, 0, 0, 0, 0]","0-1, 2-3, 0-2",4,0.004
"[7, 10, 4, 6, 0, 0, 0, 0, 0, 0]","1-3, 2-3, 0-3, 1-2",4,0.004
"[10, 7, 2, 7, 0, 0, 0, 0, 0, 0]","2-3, 1-3, 0-1, 1-3",4,0.004
"[2, 6, 4, 0, 0, 0, 0, 0, 0, 0]","0-1, 1-2, 0-3",4,0.004
"[6, 3, 10, 0, 0, 0, 0, 0, 0, 0]","1-2, 0-2, 2-3",4,0.004
"[6, 2, 7, 10, 0, 0, 0, 0, 0, 0]","1-2, 0-1, 1-3, 2-3",4,0.004
"[2, 2, 7, 6, 0, 0, 0, 0, 0, 0]","0-1, 0-1, 1-3, 1-2",4,0.004
"[7, 7, 10, 4, 0, 0, 0, 0, 0, 0]","1-3, 1-3, 2-3, 0-3",4,0.004
"[2, 7, 10, 7, 0, 0, 0, 0, 0, 0]","0-1, 1-3, 2-3, 1-3",4,0.004
"[10, 4, 7, 0, 0, 0, 0, 0, 0, 0]","2-3, 0-3, 1-3",4,0.004
"[6, 7, 4, 0, 0, 0, 0, 0, 0, 0]","1-2, 1-3, 0-3",4,0.004
"[10, 2, 2, 7, 0, 0, 0, 0, 0, 0]","2-3, 0-1, 0-1, 1-3",4,0.004
"[10, 2, 0, 0, 0, 0, 0, 0, 0, 0]","2-3, 0-1",4,0.004
"[2, 6, 7, 0, 0, 0, 0, 0, 0, 0]","0-1, 1-2, 1-3",4,0.004
"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0]","0-3, 0-1",4,0.004
"[2, 6, 10, 7, 0, 0, 0, 0, 0, 0]","0-1, 1-2, 2-3, 1-3",4,0.004
"[3, 4, 2, 6, 0, 0, 0, 0, 0, 0]","0-2, 0-3, 0-1, 1-2",4,0.004
"[7, 10, 0, 0, 0, 0, 0, 0, 0, 0]","1-3, 2-3",4,0.004
"[10, 6, 0, 0, 0, 0, 0, 0, 0, 0]","2-3, 1-2",4,0.004
"[7, 10, 10, 4, 0, 0, 0, 0, 0, 0]","1-3, 2-3, 2-3, 0-3",4,0.004
"[6, 2, 4, 0, 0, 0, 0, 0, 0, 0]","1-2, 0-1, 0-3",3,0.003
"[10, 7, 4, 0, 0, 0, 0, 0, 0, 0]","2-3, 1-3, 0-3",3,0.003
"[7, 10, 3, 10, 0, 0, 0, 0, 0, 0]","1-3, 2-3, 0-2, 2-3",3,0.003
"[6, 2, 10, 7, 0, 0, 0, 0, 0, 0]","1-2, 0-1, 2-3, 1-3",3,0.003
"[6, 3, 7, 10, 0, 0, 0, 0, 0, 0]","1-2, 0-2, 1-3, 2-3",3,0.003
"[2, 3, 0, 0, 0, 0, 0, 0, 0, 0]","0-1, 0-2",3,0.003
"[6, 10, 0, 0, 0, 0, 0, 0, 0, 0]","1-2, 2-3",3,0.003
"[2, 4, 2, 2, 6, 0, 0, 0, 0, 0]","0-1, 0-3, 0-1, 0-1, 1-2",3,0.003
"[2, 4, 6, 0, 0, 0, 0, 0, 0, 0]","0-1, 0-3, 1-2",3,0.003
"[2, 3, 4, 0, 0, 0, 0, 0, 0, 0]","0-1, 0-2, 0-3",3,0.003
"[2, 7, 3, 6, 0, 0, 0, 0, 0, 0]","0-1, 1-3, 0-2, 1-2",3,0.003
"[10, 7, 10, 0, 0, 0, 0, 0, 0, 0]","2-3, 1-3, 2-3",3,0.003
"[4, 2, 10, 0, 0, 0, 0, 0, 0, 0]","0-3, 0-1, 2-3",3,0.003
"[10, 2, 10, 4, 0, 0, 0, 0, 0, 0]","2-3, 0-1, 2-3, 0-3",3,0.003
"[6, 10, 4, 7, 0, 0, 0, 0, 0, 0]","1-2, 2-3, 0-3, 1-3",3,0.003
"[3, 2, 6, 0, 0, 0, 0, 0, 0, 0]","0-2, 0-1, 1-2",3,0.003
"[10, 7, 2, 6, 0, 0, 0, 0, 0, 0]","2-3, 1-3, 0-1, 1-2",3,0.003
"[2, 10, 6, 0, 0, 0, 0, 0, 0, 0]","0-1, 2-3, 1-2",3,0.003
"[4, 7, 3, 2, 0, 0, 0, 0, 0, 0]","0-3, 1-3, 0-2, 0-1",3,0.003
"[2, 2, 6, 10, 0, 0, 0, 0, 0, 0]","0-1, 0-1, 1-2, 2-3",3,0.003
"[4, 10, 6, 0, 0, 0, 0, 0, 0, 0]","0-3, 2-3, 1-2",3,0.003
"[10, 7, 3, 2, 0, 0, 0, 0, 0, 0]","2-3, 1-3, 0-2, 0-1",3,0.003
"[7, 3, 4, 0, 0, 0, 0, 0, 0, 0]","1-3, 0-2, 0-3",3,0.003
"[7, 2, 2, 6, 0, 0, 0, 0, 0, 0]","1-3, 0-1, 0-1, 1-2",3,0.003
"[7, 6, 0, 0, 0, 0, 0, 0, 0, 0]","1-3, 1-2",3,0.003
"[4, 3, 2, 0, 0, 0, 0, 0, 0, 0]","0-3, 0-2, 0-1",3,0.003
"[7, 10, 4, 3, 0, 0, 0, 0, 0, 0]","1-3, 2-3, 0-3, 0-2",3,0.003
"[4, 7, 10, 3, 0, 0, 0, 0, 0, 0]","0-3, 1-3, 2-3, 0-2",3,0.003
"[2, 10, 0, 0, 0, 0, 0, 0, 0, 0]","0-1, 2-3",3,0.003
"[3, 10, 7, 0, 0, 0, 0, 0, 0, 0]","0-2, 2-3, 1-3",3,0.003
"[4, 6, 0, 0, 0, 0, 0, 0, 0, 0]","0-3, 1-2",3,0.003
"[2, 7, 2, 6, 0, 0, 0, 0, 0, 0]","0-1, 1-3, 0-1, 1-2",3,0.003
"[4, 3, 0, 0, 0, 0, 0, 0, 0, 0]","0-3, 0-2",3,0.003
"[2, 6, 10, 4, 0, 0, 0, 0, 0, 0]","0-1, 1-2, 2-3, 0-3",3,0.003
"[3, 2, 7, 6, 0, 0, 0, 0, 0, 0]","0-2, 0-1, 1-3, 1-2",3,0.003
"[10, 7, 3, 4, 0, 0, 0, 0, 0, 0]","2-3, 1-3, 0-2, 0-3",3,0.003
"[10, 7, 3, 0, 0, 0, 0, 0, 0, 0]","2-3, 1-3, 0-2",3,0.003
"[10, 2, 10, 7, 0, 0, 0, 0, 0, 0]","2-3, 0-1, 2-3, 1-3",3,0.003
"[7, 2, 7, 0, 0, 0, 0, 0, 0, 0]","1-3, 0-1, 1-3",3,0.003
"[10, 2, 4, 0, 0, 0, 0, 0, 0, 0]","2-3, 0-1, 0-3",3,0.003
"[4, 7, 6, 2, 0, 0, 0, 0, 0, 0]","0-3, 1-3, 1-2, 0-1",3,0.003
"[2, 10, 7, 3, 0, 0, 0, 0, 0, 0]","0-1, 2-3, 1-3, 0-2",3,0.003
"[7, 6, 2, 0, 0, 0, 0, 0, 0, 0]","1-3, 1-2, 0-1",3,0.003
"[2, 10, 10, 4, 0, 0, 0, 0, 0, 0]","0-1, 2-3, 2-3, 0-3",3,0.003
"[7, 2, 0, 0, 0, 0, 0, 0, 0, 0]","1-3, 0-1",2,0.002
"[6, 10, 2, 0, 0, 0, 0, 0, 0, 0]","1-2, 2-3, 0-1",2,0.002
"[7, 10, 2, 4, 0, 0, 0, 0, 0, 0]","1-3, 2-3, 0-1, 0-3",2,0.002
"[10, 6, 7, 4, 0, 0, 0, 0, 0, 0]","2-3, 1-2, 1-3, 0-3",2,0.002
"[7, 6, 3, 10, 0, 0, 0, 0, 0, 0]","1-3, 1-2, 0-2, 2-3",2,0.002
"[7, 6, 10, 4, 0, 0, 0, 0, 0, 0]","1-3, 1-2, 2-3, 0-3",2,0.002
"[3, 10, 2, 6, 0, 0, 0, 0, 0, 0]","0-2, 2-3, 0-1, 1-2",2,0.002
"[7, 4, 6, 0, 0, 0, 0, 0, 0, 0]","1-3, 0-3, 1-2",2,0.002
"[2, 6, 7, 10, 0, 0, 0, 0, 0, 0]","0-1, 1-2, 1-3, 2-3",2,0.002
"[6, 10, 7, 2, 0, 0, 0, 0, 0, 0]","1-2, 2-3, 1-3, 0-1",2,0.002
"[7, 2, 6, 3, 0, 0, 0, 0, 0, 0]","1-3, 0-1, 1-2, 0-2",2,0.002
"[2, 2, 7, 0, 0, 0, 0, 0, 0, 0]","0-1, 0-1, 1-3",2,0.002
"[7, 6, 4, 0, 0, 0, 0, 0, 0, 0]","1-3, 1-2, 0-3",2,0.002
"[3, 10, 2, 7, 0, 0, 0, 0, 0, 0]","0-2, 2-3, 0-1, 1-3",2,0.002
"[7, 3, 2, 6, 0, 0, 0, 0, 0, 0]","1-3, 0-2, 0-1, 1-2",2,0.002
"[4, 6, 7, 10, 0, 0, 0, 0, 0, 0]","0-3, 1-2, 1-3, 2-3",2,0.002
"[6, 2, 10, 6, 0, 0, 0, 0, 0, 0]","1-2, 0-1, 2-3, 1-2",2,0.002
"[3, 2, 10, 0, 0, 0, 0, 0, 0, 0]","0-2, 0-1, 2-3",2,0.002
"[6, 10, 2, 6, 0, 0, 0, 0, 0, 0]","1-2, 2-3, 0-1, 1-2",2,0.002
"[7, 10, 10, 0, 0, 0, 0, 0, 0, 0]","1-3, 2-3, 2-3",2,0.002
"[6, 2, 7, 3, 0, 0, 0, 0, 0, 0]","1-2, 0-1, 1-3, 0-2",2,0.002
"[6, 10, 2, 7, 0, 0, 0, 0, 0, 0]","1-2, 2-3, 0-1, 1-3",2,0.002
"[10, 7, 0, 0, 0, 0, 0, 0, 0, 0]","2-3, 1-3",2,0.002
"[6, 2, 0, 0, 0, 0, 0, 0, 0, 0]","1-2, 0-1",2,0.002
"[2, 4, 2, 3, 0, 0, 0, 0, 0, 0]","0-1, 0-3, 0-1, 0-2",2,0.002
"[2, 7, 2, 0, 0, 0, 0, 0, 0, 0]","0-1, 1-3, 0-1",2,0.002
"[7, 4, 4, 3, 0, 0, 0, 0, 0, 0]","1-3, 0-3, 0-3, 0-2",2,0.002
"[6, 2, 7, 6, 0, 0, 0, 0, 0, 0]","1-2, 0-1, 1-3, 1-2",2,0.002
"[2, 6, 2, 7, 0, 0, 0, 0, 0, 0]","0-1, 1-2, 0-1, 1-3",2,0.002
"[10, 10, 7, 0, 0, 0, 0, 0, 0, 0]","2-3, 2-3, 1-3",2,0.002
"[3, 7, 4, 0, 0, 0, 0, 0, 0, 0]","0-2, 1-3, 0-3",2,0.002
"[2, 7, 2, 7, 10, 0, 0, 0, 0, 0]","0-1, 1-3, 0-1, 1-3, 2-3",2,0.002
"[10, 7, 3, 6, 0, 0, 0, 0, 0, 0]","2-3, 1-3, 0-2, 1-2",2,0.002
"[2, 7, 6, 3, 0, 0, 0, 0, 0, 0]","0-1, 1-3, 1-2, 0-2",2,0.002
"[4, 2, 3, 2, 0, 0, 0, 0, 0, 0]","0-3, 0-1, 0-2, 0-1",2,0.002
"[3, 10, 2, 0, 0, 0, 0, 0, 0, 0]","0-2, 2-3, 0-1",2,0.002
"[10, 10, 7, 4, 0, 0, 0, 0, 0, 0]","2-3, 2-3, 1-3, 0-3",2,0.002
"[2, 10, 7, 4, 0, 0, 0, 0, 0, 0]","0-1, 2-3, 1-3, 0-3",2,0.002
"[10, 3, 7, 0, 0, 0, 0, 0, 0, 0]","2-3, 0-2, 1-3",2,0.002
"[4, 10, 4, 2, 0, 0, 0, 0, 0, 0]","0-3, 2-3, 0-3, 0-1",2,0.002
"[3, 10, 4, 0, 0, 0, 0, 0, 0, 0]","0-2, 2-3, 0-3",2,0.002
"[7, 7, 10, 0, 0, 0, 0, 0, 0, 0]","1-3, 1-3, 2-3",2,0.002
"[4, 10, 7, 2, 0, 0, 0, 0, 0, 0]","0-3, 2-3, 1-3, 0-1",2,0.002
"[7, 2, 6, 10, 0, 0, 0, 0, 0, 0]","1-3, 0-1, 1-2, 2-3",2,0.002
"[7, 3, 0, 0, 0, 0, 0, 0, 0, 0]","1-3, 0-2",2,0.002
"[4, 6, 2, 0, 0, 0, 0, 0, 0, 0]","0-3, 1-2, 0-1",2,0.002
"[2, 4, 10, 0, 0, 0, 0, 0, 0, 0]","0-1, 0-3, 2-3",2,0.002
"[6, 7, 10, 0, 0, 0, 0, 0, 0, 0]","1-2, 1-3, 2-3",2,0.002
"[7, 4, 3, 10, 0, 0, 0, 0, 0, 0]","1-3, 0-3, 0-2, 2-3",2,0.002
"[7, 2, 6, 4, 0, 0, 0, 0, 0, 0]","1-3, 0-1, 1-2, 0-3",2,0.002
"[7, 2, 10, 6, 0, 0, 0, 0, 0, 0]","1-3, 0-1, 2-3, 1-2",2,0.002
"[3, 4, 2, 0, 0, 0, 0, 0, 0, 0]","0-2, 0-3, 0-1",2,0.002
"[3, 10, 6, 0, 0, 0, 0, 0, 0, 0]","0-2, 2-3, 1-2",2,0.002
"[6, 7, 3, 10, 0, 0, 0, 0, 0, 0]","1-2, 1-3, 0-2, 2-3",2,0.002
"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0-1,2,0.002
"[2, 3, 10, 6, 0, 0, 0, 0, 0, 0]","0-1, 0-2, 2-3, 1-2",2,0.002
"[6, 10, 6, 3, 0, 0, 0, 0, 0, 0]","1-2, 2-3, 1-2, 0-2",2,0.002
"[7, 4, 3, 0, 0, 0, 0, 0, 0, 0]","1-3, 0-3, 0-2",2,0.002
"[3, 10, 7, 10, 0, 0, 0, 0, 0, 0]","0-2, 2-3, 1-3, 2-3",2,0.002
"[2, 7, 10, 3, 4, 0, 0, 0, 0, 0]","0-1, 1-3, 2-3, 0-2, 0-3",2,0.002
"[10, 6, 10, 4, 0, 0, 0, 0, 0, 0]","2-3, 1-2, 2-3, 0-3",2,0.002
"[10, 7, 2, 3, 0, 0, 0, 0, 0, 0]","2-3, 1-3, 0-1, 0-2",2,0.002
"[7, 4, 10, 7, 0, 0, 0, 0, 0, 0]","1-3, 0-3, 2-3, 1-3",2,0.002
"[10, 3, 2, 7, 0, 0, 0, 0, 0, 0]","2-3, 0-2, 0-1, 1-3",2,0.002
"[6, 7, 4, 3, 0, 0, 0, 0, 0, 0]","1-2, 1-3, 0-3, 0-2",2,0.002
"[6, 7, 10, 3, 0, 0, 0, 0, 0, 0]","1-2, 1-3, 2-3, 0-2",2,0.002
"[7, 10, 10, 4, 2, 0, 0, 0, 0, 0]","1-3, 2-3, 2-3, 0-3, 0-1",1,0.001
"[2, 4, 10, 4, 0, 0, 0, 0, 0, 0]","0-1, 0-3, 2-3, 0-3",1,0.001
"[6, 7, 3, 0, 0, 0, 0, 0, 0, 0]","1-2, 1-3, 0-2",1,0.001
"[6, 10, 3, 6, 10, 0, 0, 0, 0, 0]","1-2, 2-3, 0-2, 1-2, 2-3",1,0.001
"[2, 7, 4, 2, 6, 0, 0, 0, 0, 0]","0-1, 1-3, 0-3, 0-1, 1-2",1,0.001
"[4, 10, 0, 0, 0, 0, 0, 0, 0, 0]","0-3, 2-3",1,0.001
"[2, 6, 7, 2, 0, 0, 0, 0, 0, 0]","0-1, 1-2, 1-3, 0-1",1,0.001
"[4, 6, 7, 4, 0, 0, 0, 0, 0, 0]","0-3, 1-2, 1-3, 0-3",1,0.001
"[2, 10, 4, 3, 0, 0, 0, 0, 0, 0]","0-1, 2-3, 0-3, 0-2",1,0.001
"[6, 4, 10, 2, 0, 0, 0, 0, 0, 0]","1-2, 0-3, 2-3, 0-1",1,0.001
"[10, 4, 10, 7, 0, 0, 0, 0, 0, 0]","2-3, 0-3, 2-3, 1-3",1,0.001
"[4, 2, 10, 3, 0, 0, 0, 0, 0, 0]","0-3, 0-1, 2-3, 0-2",1,0.001
"[2, 7, 4, 7, 10, 0, 0, 0, 0, 0]","0-1, 1-3, 0-3, 1-3, 2-3",1,0.001
"[7, 7, 10, 3, 0, 0, 0, 0, 0, 0]","1-3, 1-3, 2-3, 0-2",1,0.001
"[2, 7, 6, 3, 10, 0, 0, 0, 0, 0]","0-1, 1-3, 1-2, 0-2, 2-3",1,0.001
"[7, 10, 7, 3, 4, 0, 0, 0, 0, 0]","1-3, 2-3, 1-3, 0-2, 0-3",1,0.001
"[6, 10, 3, 6, 0, 0, 0, 0, 0, 0]","1-2, 2-3, 0-2, 1-2",1,0.001
"[4, 4, 6, 3, 0, 0, 0, 0, 0, 0]","0-3, 0-3, 1-2, 0-2",1,0.001
"[10, 7, 10, 4, 3, 0, 0, 0, 0, 0]","2-3, 1-3, 2-3, 0-3, 0-2",1,0.001
"[7, 2, 10, 3, 0, 0, 0, 0, 0, 0]","1-3, 0-1, 2-3, 0-2",1,0.001
"[3, 2, 3, 10, 0, 0, 0, 0, 0, 0]","0-2, 0-1, 0-2, 2-3",1,0.001
"[3, 4, 6, 2, 0, 0, 0, 0, 0, 0]","0-2, 0-3, 1-2, 0-1",1,0.001
"[2, 10, 3, 6, 0, 0, 0, 0, 0, 0]","0-1, 2-3, 0-2, 1-2",1,0.001
"[2, 10, 4, 6, 7, 0, 0, 0, 0, 0]","0-1, 2-3, 0-3, 1-2, 1-3",1,0.001
"[6, 10, 4, 2, 0, 0, 0, 0, 0, 0]","1-2, 2-3, 0-3, 0-1",1,0.001
"[2, 7, 4, 3, 0, 0, 0, 0, 0, 0]","0-1, 1-3, 0-3, 0-2",1,0.001
"[6, 10, 7, 0, 0, 0, 0, 0, 0, 0]","1-2, 2-3, 1-3",1,0.001
"[2, 2, 6, 7, 4, 0, 0, 0, 0, 0]","0-1, 0-1, 1-2, 1-3, 0-3",1,0.001
"[7, 7, 3, 7, 0, 0, 0, 0, 0, 0]","1-3, 1-3, 0-2, 1-3",1,0.001
"[2, 6, 4, 7, 0, 0, 0, 0, 0, 0]","0-1, 1-2, 0-3, 1-3",1,0.001
"[3, 6, 4, 7, 0, 0, 0, 0, 0, 0]","0-2, 1-2, 0-3, 1-3",1,0.001
"[2, 4, 6, 2, 0, 0, 0, 0, 0, 0]","0-1, 0-3, 1-2, 0-1",1,0.001
"[2, 7, 10, 6, 0, 0, 0, 0, 0, 0]","0-1, 1-3, 2-3, 1-2",1,0.001
"[10, 3, 2, 0, 0, 0, 0, 0, 0, 0]","2-3, 0-2, 0-1",1,0.001
"[2, 7, 10, 3, 0, 0, 0, 0, 0, 0]","0-1, 1-3, 2-3, 0-2",1,0.001
"[10, 7, 10, 2, 0, 0, 0, 0, 0, 0]","2-3, 1-3, 2-3, 0-1",1,0.001
"[10, 7, 10, 4, 0, 0, 0, 0, 0, 0]","2-3, 1-3, 2-3, 0-3",1,0.001
"[4, 2, 6, 7, 0, 0, 0, 0, 0, 0]","0-3, 0-1, 1-2, 1-3",1,0.001
"[2, 2, 3, 0, 0, 0, 0, 0, 0, 0]","0-1, 0-1, 0-2",1,0.001
"[2, 4, 10, 2, 7, 0, 0, 0, 0, 0]","0-1, 0-3, 2-3, 0-1, 1-3",1,0.001
"[7, 2, 6, 7, 0, 0, 0, 0, 0, 0]","1-3, 0-1, 1-2, 1-3",1,0.001
"[4, 2, 6, 6, 0, 0, 0, 0, 0, 0]","0-3, 0-1, 1-2, 1-2",1,0.001
"[2, 10, 4, 6, 2, 0, 0, 0, 0, 0]","0-1, 2-3, 0-3, 1-2, 0-1",1,0.001
"[2, 2, 3, 10, 0, 0, 0, 0, 0, 0]","0-1, 0-1, 0-2, 2-3",1,0.001
"[2, 10, 7, 6, 3, 0, 0, 0, 0, 0]","0-1, 2-3, 1-3, 1-2, 0-2",1,0.001
"[7, 10, 7, 4, 0, 0, 0, 0, 0, 0]","1-3, 2-3, 1-3, 0-3",1,0.001
"[6, 7, 10, 2, 0, 0, 0, 0, 0, 0]","1-2, 1-3, 2-3, 0-1",1,0.001
"[2, 7, 3, 4, 0, 0, 0, 0, 0, 0]","0-1, 1-3, 0-2, 0-3",1,0.001
"[10, 4, 7, 10, 0, 0, 0, 0, 0, 0]","2-3, 0-3, 1-3, 2-3",1,0.001
"[6, 2, 7, 7, 0, 0, 0, 0, 0, 0]","1-2, 0-1, 1-3, 1-3",1,0.001
"[3, 10, 2, 4, 0, 0, 0, 0, 0, 0]","0-2, 2-3, 0-1, 0-3",1,0.001
"[2, 3, 4, 2, 0, 0, 0, 0, 0, 0]","0-1, 0-2, 0-3, 0-1",1,0.001
"[2, 4, 2, 0, 0, 0, 0, 0, 0, 0]","0-1, 0-3, 0-1",1,0.001
"[7, 10, 7, 10, 2, 7, 0, 0, 0, 0]","1-3, 2-3, 1-3, 2-3, 0-1, 1-3",1,0.001
"[6, 4, 2, 6, 0, 0, 0, 0, 0, 0]","1-2, 0-3, 0-1, 1-2",1,0.001
"[4, 7, 10, 6, 0, 0, 0, 0, 0, 0]","0-3, 1-3, 2-3, 1-2",1,0.001
"[3, 2, 4, 3, 0, 0, 0, 0, 0, 0]","0-2, 0-1, 0-3, 0-2",1,0.001
"[4, 6, 10, 2, 0, 0, 0, 0, 0, 0]","0-3, 1-2, 2-3, 0-1",1,0.001
"[6, 2, 10, 6, 3, 0, 0, 0, 0, 0]","1-2, 0-1, 2-3, 1-2, 0-2",1,0.001
"[2, 10, 3, 10, 0, 0, 0, 0, 0, 0]","0-1, 2-3, 0-2, 2-3",1,0.001
"[6, 3, 7, 0, 0, 0, 0, 0, 0, 0]","1-2, 0-2, 1-3",1,0.001
"[7, 6, 2, 6, 0, 0, 0, 0, 0, 0]","1-3, 1-2, 0-1, 1-2",1,0.001
"[10, 4, 3, 2, 0, 0, 0, 0, 0, 0]","2-3, 0-3, 0-2, 0-1",1,0.001
"[3, 4, 6, 0, 0, 0, 0, 0, 0, 0]","0-2, 0-3, 1-2",1,0.001
"[4, 3, 10, 0, 0, 0, 0, 0, 0, 0]","0-3, 0-2, 2-3",1,0.001
"[3, 6, 4, 7, 10, 0, 0, 0, 0, 0]","0-2, 1-2, 0-3, 1-3, 2-3",1,0.001
"[6, 10, 3, 2, 0, 0, 0, 0, 0, 0]","1-2, 2-3, 0-2, 0-1",1,0.001
"[7, 4, 2, 0, 0, 0, 0, 0, 0, 0]","1-3, 0-3, 0-1",1,0.001
"[7, 2, 3, 10, 0, 0, 0, 0, 0, 0]","1-3, 0-1, 0-2, 2-3",1,0.001
"[7, 2, 4, 0, 0, 0, 0, 0, 0, 0]","1-3, 0-1, 0-3",1,0.001
"[7, 7, 3, 3, 4, 0, 0, 0, 0, 0]","1-3, 1-3, 0-2, 0-2, 0-3",1,0.001
"[2, 4, 3, 3, 2, 0, 0, 0, 0, 0]","0-1, 0-3, 0-2, 0-2, 0-1",1,0.001
"[3, 6, 10, 0, 0, 0, 0, 0, 0, 0]","0-2, 1-2, 2-3",1,0.001
"[2, 4, 3, 10, 0, 0, 0, 0, 0, 0]","0-1, 0-3, 0-2, 2-3",1,0.001
